Title,Author,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Date of Challenge/Removal,Ban Status,Initiating Action,bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
Water for Elephants,"Gruen, Sara",,,,,Iowa,Sigourney Community School District,October 2023,Banned,Administration,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,Iowa,South Hamilton Community School District,June 2024,Banned,Administration,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,Iowa,Spencer Community School District,June 2024,Banned,Administration,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,Iowa,St. Ansgar Community School District,October 2023,Banned,Administration,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,Iowa,Urbandale Community School District,October 2023,Banned pending investigation,Administration,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,Iowa,Waterloo Community School District,June 2024,Banned pending investigation,Administration,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,Maryland,Caroll County School District,August 2023,Banned,Formal Challenge,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,North Carolina,Burke County Public Schools,October 2023,Banned,Administration,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,South Carolina,Spartanburg County School District One,February 2024,Banned,Administration,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,Texas,Conroe Independent School District,September 2023,Banned,Administration,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,Texas,Fort Worth Independent School District,August 2023,Banned,Administration,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,Texas,Plano Independent School District,October 2023,Banned,Informal Challenge,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration",43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
Water for Elephants,"Gruen, Sara",,,,,Wyoming,Laramie County School District No. 1,May 2024,Banned by restriction,Formal Challenge,43641,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,eng,335,1260027,52759,5/1/2007,Algonquin Books
A Map of the World,"Hamilton, Jane",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,5205,A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,3.81,0385720106,9780385720106,en-GB,400,68554,1476,12/3/1999,Anchor Books
The Silence of the Lambs,"Harris, Thomas",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,23811,The Silence of the Lambs,Yvonne Tasker,4.27,0851708714,9780851708713,eng,96,510,14,3/29/2002,British Film Institute
Godless,"Hautman, Pete",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration",4043,Godless,Pete Hautman,3.60,1416908161,9781416908166,eng,208,4213,735,11/1/2005,Simon  Schuster Books for Young Readers
Friday,"Heinlein, Robert",,,,,Florida,Duval County Public Schools,December 2023,Banned pending investigation,Administration,17208,Friday,Robert A. Heinlein,3.84,0345414004,9780345414007,eng,384,23064,476,6/17/1997,Del Rey
Catch-22,"Heller, Joseph",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,4610,Catch-22,Joseph Heller,3.98,0099477319,9780099477310,eng,519,5517,452,10/6/1994,Vintage
Catch-22,"Heller, Joseph",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,4610,Catch-22,Joseph Heller,3.98,0099477319,9780099477310,eng,519,5517,452,10/6/1994,Vintage
Catch-22,"Heller, Joseph",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,4610,Catch-22,Joseph Heller,3.98,0099477319,9780099477310,eng,519,5517,452,10/6/1994,Vintage
Catch-22,"Heller, Joseph",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,4610,Catch-22,Joseph Heller,3.98,0099477319,9780099477310,eng,519,5517,452,10/6/1994,Vintage
For Whom the Bell Tolls,"Hemingway, Ernest",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,42425,For Whom the Bell Tolls,Ernest Hemingway,3.97,1117066037,9781117066035,eng,503,365,33,1/1/1940,P. F. Collier and Sons
For Whom the Bell Tolls,"Hemingway, Ernest",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,42425,For Whom the Bell Tolls,Ernest Hemingway,3.97,1117066037,9781117066035,eng,503,365,33,1/1/1940,P. F. Collier and Sons
For Whom the Bell Tolls,"Hemingway, Ernest",,,,,Iowa,Maquoketa Valley Community School District,June 2024,Banned,Administration,42425,For Whom the Bell Tolls,Ernest Hemingway,3.97,1117066037,9781117066035,eng,503,365,33,1/1/1940,P. F. Collier and Sons
The Sun Also Rises,"Hemingway, Ernest",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,37670,The Sun Also Rises,Ernest Hemingway,3.82,0684182602,9780684182605,eng,247,62,9,10/1/1984,Scribner Book Company
Siddhartha,"Hesse, Hermann",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,13040,Siddhartha,Hermann Hesse,4.02,0613572742,9780613572743,eng,132,514,40,2/2/1993,Turtleback Books
Flush,"Hiaasen, Carl",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,18844,Flush,Virginia Woolf/Trekkie Ritchie,3.83,0156319527,9780156319522,eng,204,3567,336,10/4/1976,Mariner Books
Hoot,"Hiaasen, Carl",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,13083,Hoot,Carl Hiaasen,3.82,0440421705,9780440421702,eng,292,85404,3692,3/14/2006,Yearling Books
The Changeling,"Horsley, Kate",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,63,The Changeling,Kate Horsley,3.55,1590301943,9781590301944,eng,339,301,43,4/12/2005,Shambhala
Les Misérables,"Hugo, Victor",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,33175,Les Misérables,Victor Hugo/Norman Denny,4.17,0140444300,9780140444308,eng,1232,3873,459,3/25/1982,Penguin Classics
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,Albia Community School District,June 2024,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,Alburnett Community School District,June 2024,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,Cardinal Community School District,June 2024,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,Central Lyon Community School District,October 2023,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,Clarinda Community School District,June 2024,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,East Union Community School District,June 2024,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,Indianola Community School District,October 2023,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,Linn-Mar Community School District,June 2024,Banned pending investigation,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,Mid-Prairie Community School District,June 2024,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,Tripoli Community School District,June 2024,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,Urbandale Community School District,August 2023,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,Van Buren County Community School District,June 2024,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,,Iowa,West Marshall Community School District,June 2024,Banned,Administration,37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
Brave New World,"Huxley, Aldous",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Albia Community School District,June 2024,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Boone Community School District,June 2024,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Central Lyon Community School District,October 2023,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Clarinda Community School District,June 2024,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Clear Lake Community School District,June 2024,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,East Union Community School District,June 2024,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Highland Community School District,October 2023,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Indianola Community School District,October 2023,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Maquoketa Valley Community School District,June 2024,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Mid-Prairie Community School District,June 2024,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Nevada Community School District,October 2023,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Northwood Kensett Community School District,October 2023,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Oskaloosa Community School District,October 2023,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Ottumwa Community School District,January 2024,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
Brave New World,"Huxley, Aldous",,,,,Iowa,Roland-Story Community School District,June 2024,Banned,Administration,5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins
